Price,Open,High,Low,Vol,Change %
18126.12000,18154.14000,18154.14000,18066.40000,67.51200,-0.00200
18162.99000,18045.08000,18190.35000,18045.08000,96.40900,0.00670
18041.54000,18229.75000,18229.75000,17990.02000,109.44400,-0.01040
18232.02000,18286.87000,18286.87000,18217.14000,78.89200,-0.00290
18285.74000,18285.87000,18314.89000,18249.90000,84.27400,0.00000
18285.40000,18315.06000,18350.13000,18272.56000,80.19000,-0.00150
18312.39000,18300.48000,18351.36000,18261.35000,87.20900,0.00070
18298.88000,18267.25000,18325.54000,18244.26000,79.08800,0.00140
18272.56000,18251.97000,18272.72000,18215.07000,108.22600,0.00110
18252.24000,18062.49000,18255.21000,18062.49000,91.58400,0.01060
18060.49000,18070.37000,18132.79000,18039.20000,85.18900,-0.00040
18068.23000,18096.16000,18119.18000,17924.80000,89.27300,-0.00200
18105.17000,18187.78000,18199.95000,18089.11000,86.05700,-0.00470
18191.11000,17933.64000,18205.23000,17933.64000,94.96100,0.01490
17924.06000,17840.25000,17973.07000,17796.94000,80.92600,0.00460
17841.98000,17934.81000,18019.75000,17733.12000,100.43800,-0.00480
17928.20000,18062.53000,18086.01000,17905.71000,95.34000,-0.00790
18070.40000,18026.02000,18133.76000,18026.02000,86.01000,0.00260
18024.06000,17859.27000,18028.89000,17859.27000,91.70600,0.01030
17840.52000,18033.33000,18033.33000,17774.89000,129.21200,-0.01080
18035.53000,18093.69000,18096.46000,17953.69000,102.08300,-0.00410
18110.14000,18035.90000,18119.65000,17917.36000,124.93400,0.00400
18037.97000,18097.89000,18175.56000,18024.66000,121.11700,-0.00230
18080.14000,18056.42000,18108.87000,18009.08000,119.13400,0.00120
18058.69000,18031.90000,18133.03000,17966.77000,100.24900,0.00110
18038.27000,17950.82000,18056.02000,17887.76000,91.26700,0.00490
17949.59000,18034.23000,18109.70000,17929.63000,95.18900,-0.00470
18034.93000,17841.18000,18092.22000,17841.18000,103.16300,0.01170
17826.30000,18102.56000,18102.56000,17748.53000,138.86000,-0.01540
18105.77000,18106.27000,18169.26000,18063.86000,89.52700,-0.00040
18112.61000,18045.71000,18160.52000,18045.71000,113.61100,0.00420
18036.70000,17979.11000,18075.60000,17905.48000,82.83000,0.00330
17977.04000,18052.32000,18107.57000,17974.81000,120.09400,-0.00450
18057.65000,17956.73000,18066.76000,17945.55000,116.41500,0.00550
17958.73000,17897.70000,17984.22000,17823.10000,86.74300,0.00310
17902.51000,17877.62000,17976.20000,17822.23000,76.82100,0.00150
17875.42000,17884.32000,17983.12000,17871.21000,72.15200,-0.00030
17880.85000,17755.50000,17941.79000,17646.80000,100.85500,0.00660
17763.24000,17699.52000,17815.03000,17673.49000,87.37400,0.00370
17698.18000,17778.52000,17778.52000,17585.01000,103.36800,-0.00440
17776.12000,17965.37000,17965.37000,17773.02000,119.47200,-0.01110
17976.31000,17727.48000,18008.64000,17727.48000,104.04100,0.01490
17712.66000,17673.63000,17729.14000,17630.49000,103.22600,0.00190
17678.23000,17716.27000,17759.51000,17579.27000,117.74300,-0.00230
17718.54000,18012.61000,18041.97000,17718.54000,106.59400,-0.01620
18011.14000,18110.87000,18149.24000,18010.44000,87.19400,-0.00580
18116.04000,18136.73000,18205.93000,18116.04000,98.03400,-0.00060
18127.65000,17961.13000,18197.29000,17961.13000,334.25500,0.00940
17959.03000,18072.58000,18072.99000,17934.24000,107.82300,-0.00650
18076.19000,17846.80000,18097.12000,17697.52000,130.95900,0.01270
17849.08000,17972.22000,17972.22000,17785.79000,82.56800,-0.00710
17977.42000,17751.24000,17988.50000,17751.24000,101.76200,0.01290
17749.31000,17889.05000,17889.05000,17629.89000,113.63100,-0.00820
17895.22000,17626.84000,17900.10000,17620.49000,111.55200,0.01470
17635.39000,17662.94000,17731.78000,17627.00000,102.12900,-0.00160
17662.94000,17989.56000,17989.56000,17662.94000,120.45400,-0.01850
17995.72000,17856.56000,18031.04000,17856.56000,85.82200,0.00780
17856.78000,18135.72000,18135.72000,17825.15000,113.35800,-0.01540
18135.72000,18096.90000,18160.35000,18087.65000,75.84200,0.00210
18096.90000,18203.37000,18203.37000,18029.50000,80.90000,-0.00580
18203.37000,18281.95000,18281.95000,18136.88000,83.83700,-0.00470
18288.63000,18134.05000,18288.63000,18122.59000,89.79300,0.00860
18132.70000,18213.26000,18213.26000,18132.38000,101.11000,-0.00450
18214.42000,18224.41000,18239.43000,18157.07000,81.50200,-0.00060
18224.57000,18208.67000,18244.38000,18182.76000,80.48700,0.00080
18209.19000,18112.57000,18231.09000,18098.73000,79.31900,0.00510
18116.84000,18140.76000,18141.21000,18054.84000,83.67400,-0.00130
18140.44000,17985.77000,18144.29000,17878.37000,111.39400,0.00860
17985.77000,18028.67000,18028.67000,17924.60000,79.13700,-0.00240
18029.85000,18045.72000,18048.70000,17982.20000,75.09500,-0.00100
18047.58000,18019.80000,18052.01000,17951.41000,98.76800,0.00160
18019.35000,17968.65000,18037.41000,17961.76000,85.23500,0.00260
17972.38000,17862.14000,17975.65000,17862.14000,117.16800,0.00620
17862.14000,17867.86000,17897.21000,17759.65000,89.89400,-0.00040
17868.76000,17736.15000,17890.34000,17729.24000,89.93600,0.00790
17729.21000,17821.49000,17821.49000,17685.32000,81.59100,-0.00530
17824.29000,17881.54000,17951.09000,17764.40000,93.61900,-0.00340
17884.88000,17677.26000,17889.58000,17677.26000,79.89800,0.01200
17673.02000,17664.99000,17782.22000,17603.21000,102.56200,0.00040
17666.40000,17369.97000,17670.76000,17369.97000,112.86000,0.01760
17361.04000,17169.99000,17367.68000,17037.76000,108.09400,0.01140
17164.95000,17416.85000,17419.90000,17156.82000,168.56500,-0.01450
17416.85000,17195.29000,17433.13000,17136.30000,111.69500,0.01310
17191.37000,17402.91000,17484.41000,17189.00000,115.98700,-0.01130
17387.21000,17638.53000,17638.53000,17288.31000,135.94100,-0.01650
17678.70000,17668.11000,17696.36000,17567.60000,87.22000,0.00030
17672.60000,17812.50000,17812.50000,17667.53000,97.11000,-0.00790
17813.98000,17557.29000,17840.89000,17482.54000,111.98800,0.01480
17554.28000,17509.96000,17599.58000,17396.04000,95.53800,0.00220
17515.23000,17516.96000,17588.70000,17346.73000,119.60300,0.00020
17511.57000,17320.00000,17528.37000,17243.55000,140.48700,0.01100
17320.71000,17436.30000,17517.41000,17298.04000,94.52100,-0.00610
17427.09000,17609.06000,17609.06000,17264.90000,109.18900,-0.01060
17613.68000,17645.02000,17923.01000,17498.23000,99.36800,-0.00150
17640.84000,17742.05000,17793.88000,17571.58000,92.50400,-0.00540
17737.37000,17911.02000,17915.32000,17686.09000,93.39700,-0.00950
17907.87000,17591.97000,17916.04000,17591.97000,114.89700,0.01840
17584.52000,17374.78000,17597.08000,17374.78000,91.03200,0.01230
17371.64000,17504.18000,17581.05000,17262.37000,101.87400,-0.00740
17501.65000,17821.30000,17821.30000,17475.93000,116.16500,-0.01860
17832.99000,17823.07000,17951.78000,17731.30000,76.27900,0.00060
